YearWeek,Store_ID,Product_ID,total_units_sold,inventory_level_end_of_week,movement_category,movement_gap
2022-35,S002,P0171,585,140,Fast-Moving,445
2022-35,S002,P0070,620,176,Fast-Moving,444
2022-35,S002,P0083,526,84,Fast-Moving,442
2022-35,S002,P0175,571,142,Fast-Moving,429
2022-35,S002,P0116,567,176,Fast-Moving,391
2022-35,S002,P0166,513,137,Fast-Moving,376
2022-35,S002,P0178,504,158,Fast-Moving,346
2022-35,S003,P0166,780,145,Fast-Moving,635
2022-35,S003,P0125,711,90,Fast-Moving,621
2022-35,S003,P0016,658,63,Fast-Moving,595
2022-35,S003,P0129,652,57,Fast-Moving,595
2022-35,S003,P0149,779,184,Fast-Moving,595
2022-35,S003,P0126,735,146,Fast-Moving,589
2022-35,S003,P0079,761,172,Fast-Moving,589
2022-35,S003,P0069,816,244,Fast-Moving,572
2022-35,S003,P0153,698,132,Fast-Moving,566
2022-35,S003,P0017,758,193,Fast-Moving,565
2022-35,S003,P0066,686,125,Fast-Moving,561
2022-35,S003,P0046,716,158,Fast-Moving,558
2022-35,S003,P0187,678,135,Fast-Moving,543
2022-35,S003,P0183,655,122,Fast-Moving,533
2022-35,S003,P0096,741,227,Fast-Moving,514
2022-35,S003,P0070,655,175,Fast-Moving,480
2022-35,S003,P0171,668,188,Fast-Moving,480
2022-35,S003,P0085,640,187,Fast-Moving,453
2022-35,S003,P0116,581,138,Fast-Moving,443
2022-35,S003,P0057,608,168,Fast-Moving,440
2022-35,S003,P0061,526,92,Fast-Moving,434
2022-35,S003,P0067,548,126,Fast-Moving,422
2022-35,S003,P0094,492,73,Fast-Moving,419
2022-35,S003,P0159,572,154,Fast-Moving,418
2022-35,S003,P0031,497,87,Fast-Moving,410
2022-35,S003,P0178,470,69,Fast-Moving,401
2022-35,S003,P0068,449,49,Fast-Moving,400
2022-35,S003,P0175,552,156,Fast-Moving,396
2022-35,S003,P0083,489,132,Fast-Moving,357
2022-35,S003,P0133,454,136,Fast-Moving,318
2022-35,S004,P0166,836,164,Fast-Moving,672
2022-35,S004,P0096,822,166,Fast-Moving,656
2022-35,S004,P0067,751,157,Fast-Moving,594
2022-35,S004,P0133,721,141,Fast-Moving,580
2022-35,S004,P0171,723,148,Fast-Moving,575
2022-35,S004,P0016,701,129,Fast-Moving,572
2022-35,S004,P0159,694,130,Fast-Moving,564
2022-35,S004,P0085,609,49,Fast-Moving,560
2022-35,S004,P0046,633,74,Fast-Moving,559
2022-35,S004,P0126,680,140,Fast-Moving,540
2022-35,S004,P0125,609,75,Fast-Moving,534
2022-35,S004,P0061,659,149,Fast-Moving,510
2022-35,S004,P0070,596,87,Fast-Moving,509
2022-35,S004,P0094,577,78,Fast-Moving,499
2022-35,S004,P0178,598,102,Fast-Moving,496
2022-35,S004,P0116,688,192,Fast-Moving,496
2022-35,S004,P0153,564,83,Fast-Moving,481
2022-35,S004,P0079,716,238,Fast-Moving,478
2022-35,S004,P0149,565,94,Fast-Moving,471
2022-35,S004,P0183,606,142,Fast-Moving,464
2022-35,S004,P0068,677,214,Fast-Moving,463
2022-35,S004,P0069,601,143,Fast-Moving,458
2022-35,S004,P0057,606,159,Fast-Moving,447
2022-35,S004,P0031,509,64,Fast-Moving,445
2022-35,S004,P0187,599,158,Fast-Moving,441
2022-35,S004,P0083,558,129,Fast-Moving,429
2022-35,S004,P0017,511,100,Fast-Moving,411
2022-35,S004,P0175,571,169,Fast-Moving,402
2022-35,S004,P0129,493,162,Fast-Moving,331
2022-35,S004,P0066,456,166,Fast-Moving,290
2022-35,S005,P0094,763,107,Fast-Moving,656
2022-35,S005,P0183,743,92,Fast-Moving,651
2022-35,S005,P0178,682,65,Fast-Moving,617
2022-35,S005,P0153,718,120,Fast-Moving,598
2022-35,S005,P0067,771,174,Fast-Moving,597
2022-35,S005,P0079,746,152,Fast-Moving,594
2022-35,S005,P0068,707,114,Fast-Moving,593
2022-35,S005,P0129,743,183,Fast-Moving,560
2022-35,S005,P0066,665,117,Fast-Moving,548
2022-35,S005,P0069,611,69,Fast-Moving,542
2022-35,S005,P0149,632,96,Fast-Moving,536
2022-35,S005,P0116,648,129,Fast-Moving,519
2022-35,S005,P0187,657,142,Fast-Moving,515
2022-35,S005,P0017,592,82,Fast-Moving,510
2022-35,S005,P0175,589,88,Fast-Moving,501
2022-35,S005,P0057,677,178,Fast-Moving,499
2022-35,S005,P0046,639,146,Fast-Moving,493
2022-35,S005,P0061,581,91,Fast-Moving,490
2022-35,S005,P0159,592,127,Fast-Moving,465
2022-35,S005,P0096,601,142,Fast-Moving,459
2022-35,S005,P0016,598,148,Fast-Moving,450
2022-35,S005,P0133,516,76,Fast-Moving,440
2022-35,S005,P0125,641,210,Fast-Moving,431
2022-35,S005,P0070,501,79,Fast-Moving,422
2022-35,S005,P0166,587,176,Fast-Moving,411
2022-35,S005,P0126,518,112,Fast-Moving,406
2022-35,S005,P0085,598,195,Fast-Moving,403
2022-35,S005,P0083,500,138,Fast-Moving,362
2022-35,S005,P0171,539,178,Fast-Moving,361
2022-35,S005,P0031,513,205,Fast-Moving,308
2022-36,S001,P0046,766,105,Fast-Moving,661
2022-36,S001,P0016,724,88,Fast-Moving,636
2022-36,S001,P0178,730,123,Fast-Moving,607
2022-36,S001,P0187,691,90,Fast-Moving,601
2022-36,S001,P0126,785,186,Fast-Moving,599
2022-36,S001,P0175,727,134,Fast-Moving,593
2022-36,S001,P0171,667,90,Fast-Moving,577
2022-36,S001,P0085,712,149,Fast-Moving,563
2022-36,S001,P0061,644,100,Fast-Moving,544
2022-36,S001,P0083,661,123,Fast-Moving,538
2022-36,S001,P0159,629,93,Fast-Moving,536
2022-36,S001,P0153,709,182,Fast-Moving,527
2022-36,S001,P0133,672,149,Fast-Moving,523
2022-36,S001,P0096,633,125,Fast-Moving,508
2022-36,S001,P0166,575,68,Fast-Moving,507
2022-36,S001,P0094,599,111,Fast-Moving,488
2022-36,S001,P0017,560,73,Fast-Moving,487
2022-36,S001,P0067,600,118,Fast-Moving,482
2022-36,S001,P0116,632,157,Fast-Moving,475
2022-36,S001,P0183,597,126,Fast-Moving,471
2022-36,S001,P0057,596,130,Fast-Moving,466
2022-36,S001,P0070,616,161,Fast-Moving,455
2022-36,S001,P0129,616,163,Fast-Moving,453
2022-36,S001,P0066,518,112,Fast-Moving,406
2022-36,S001,P0079,479,99,Fast-Moving,380
2022-36,S001,P0031,464,91,Fast-Moving,373
2022-36,S001,P0069,547,185,Fast-Moving,362
2022-36,S001,P0149,498,142,Fast-Moving,356
2022-36,S001,P0125,533,183,Fast-Moving,350
2022-36,S001,P0068,528,204,Fast-Moving,324
2022-36,S002,P0133,771,135,Fast-Moving,636
2022-36,S002,P0175,727,119,Fast-Moving,608
2022-36,S002,P0153,612,44,Fast-Moving,568
2022-36,S002,P0149,645,98,Fast-Moving,547
2022-36,S002,P0125,713,190,Fast-Moving,523
2022-36,S002,P0068,590,70,Fast-Moving,520
2022-36,S002,P0171,675,158,Fast-Moving,517
2022-36,S002,P0159,587,76,Fast-Moving,511
2022-36,S002,P0017,668,160,Fast-Moving,508
2022-36,S002,P0129,606,102,Fast-Moving,504
2022-36,S002,P0066,632,136,Fast-Moving,496
2022-36,S002,P0031,683,193,Fast-Moving,490
2022-36,S002,P0096,602,115,Fast-Moving,487
2022-36,S002,P0183,654,171,Fast-Moving,483
2022-36,S002,P0085,551,71,Fast-Moving,480
2022-36,S002,P0016,575,98,Fast-Moving,477
2022-36,S002,P0046,577,104,Fast-Moving,473
2022-36,S002,P0067,682,230,Fast-Moving,452
2022-36,S002,P0126,671,224,Fast-Moving,447
2022-36,S002,P0178,520,79,Fast-Moving,441
2022-36,S002,P0187,616,179,Fast-Moving,437
2022-36,S002,P0061,534,115,Fast-Moving,419
2022-36,S002,P0079,518,117,Fast-Moving,401
2022-36,S002,P0083,584,186,Fast-Moving,398
2022-36,S002,P0057,538,151,Fast-Moving,387
2022-36,S002,P0070,401,28,Fast-Moving,373
2022-36,S002,P0116,448,77,Fast-Moving,371
2022-36,S002,P0094,614,267,Fast-Moving,347
2022-36,S002,P0069,545,204,Fast-Moving,341
2022-36,S002,P0166,491,159,Fast-Moving,332
2022-36,S003,P0133,829,113,Fast-Moving,716
2022-36,S003,P0067,769,94,Fast-Moving,675
2022-36,S003,P0016,713,48,Fast-Moving,665
2022-36,S003,P0159,730,82,Fast-Moving,648
2022-36,S003,P0057,785,141,Fast-Moving,644
2022-36,S003,P0085,736,118,Fast-Moving,618
2022-36,S003,P0166,630,54,Fast-Moving,576
2022-36,S003,P0116,696,133,Fast-Moving,563
2022-36,S003,P0129,694,131,Fast-Moving,563
2022-36,S003,P0017,724,183,Fast-Moving,541
2022-36,S003,P0070,690,151,Fast-Moving,539
2022-36,S003,P0068,637,99,Fast-Moving,538
2022-36,S003,P0083,662,129,Fast-Moving,533
2022-36,S003,P0171,723,190,Fast-Moving,533
2022-36,S003,P0178,633,113,Fast-Moving,520
2022-36,S003,P0046,696,179,Fast-Moving,517
2022-36,S003,P0031,680,172,Fast-Moving,508
2022-36,S003,P0096,681,179,Fast-Moving,502
2022-36,S003,P0187,621,122,Fast-Moving,499
2022-36,S003,P0149,636,149,Fast-Moving,487
2022-36,S003,P0061,623,149,Fast-Moving,474
2022-36,S003,P0079,630,164,Fast-Moving,466
2022-36,S003,P0183,537,90,Fast-Moving,447
2022-36,S003,P0066,634,196,Fast-Moving,438
2022-36,S003,P0069,518,87,Fast-Moving,431
2022-36,S003,P0126,543,115,Fast-Moving,428
2022-36,S003,P0175,530,123,Fast-Moving,407
2022-36,S003,P0125,563,157,Fast-Moving,406
2022-36,S003,P0153,533,136,Fast-Moving,397
2022-36,S003,P0094,474,139,Fast-Moving,335
2022-36,S004,P0083,832,90,Fast-Moving,742
2022-36,S004,P0068,718,54,Fast-Moving,664
2022-36,S004,P0171,750,103,Fast-Moving,647
2022-36,S004,P0133,833,191,Fast-Moving,642
2022-36,S004,P0175,750,110,Fast-Moving,640
2022-36,S004,P0066,647,33,Fast-Moving,614
2022-36,S004,P0016,817,222,Fast-Moving,595
2022-36,S004,P0070,668,73,Fast-Moving,595
2022-36,S004,P0094,682,120,Fast-Moving,562
2022-36,S004,P0079,609,65,Fast-Moving,544
2022-36,S004,P0126,666,125,Fast-Moving,541
2022-36,S004,P0149,711,173,Fast-Moving,538
2022-36,S004,P0166,680,142,Fast-Moving,538
2022-36,S004,P0116,709,179,Fast-Moving,530
2022-36,S004,P0069,672,152,Fast-Moving,520
2022-36,S004,P0183,625,114,Fast-Moving,511
2022-36,S004,P0096,704,199,Fast-Moving,505
2022-36,S004,P0017,628,126,Fast-Moving,502
2022-36,S004,P0129,661,177,Fast-Moving,484
2022-36,S004,P0085,669,187,Fast-Moving,482
2022-36,S004,P0067,649,170,Fast-Moving,479
2022-36,S004,P0061,653,194,Fast-Moving,459
2022-36,S004,P0178,659,200,Fast-Moving,459
2022-36,S004,P0125,647,190,Fast-Moving,457
2022-36,S004,P0159,657,215,Fast-Moving,442
2022-36,S004,P0046,567,133,Fast-Moving,434
2022-36,S004,P0057,528,113,Fast-Moving,415
2022-36,S004,P0187,521,116,Fast-Moving,405
2022-36,S004,P0153,566,180,Fast-Moving,386
2022-36,S004,P0031,496,124,Fast-Moving,372
2022-36,S005,P0149,837,150,Fast-Moving,687
2022-36,S005,P0069,770,98,Fast-Moving,672
2022-36,S005,P0183,775,126,Fast-Moving,649
2022-36,S005,P0079,725,136,Fast-Moving,589
2022-36,S005,P0171,620,63,Fast-Moving,557
2022-36,S005,P0178,659,107,Fast-Moving,552
2022-36,S005,P0016,616,75,Fast-Moving,541
2022-36,S005,P0133,716,186,Fast-Moving,530
2022-36,S005,P0175,601,80,Fast-Moving,521
2022-36,S005,P0187,561,42,Fast-Moving,519
2022-36,S005,P0066,649,132,Fast-Moving,517
2022-36,S005,P0068,593,76,Fast-Moving,517
2022-36,S005,P0116,633,120,Fast-Moving,513
2022-36,S005,P0061,647,139,Fast-Moving,508
2022-36,S005,P0046,590,82,Fast-Moving,508
2022-36,S005,P0083,668,161,Fast-Moving,507
2022-36,S005,P0096,727,222,Fast-Moving,505
2022-36,S005,P0129,621,133,Fast-Moving,488
2022-36,S005,P0070,601,115,Fast-Moving,486
2022-36,S005,P0153,614,132,Fast-Moving,482
2022-36,S005,P0126,623,144,Fast-Moving,479
2022-36,S005,P0125,550,78,Fast-Moving,472
2022-36,S005,P0085,597,128,Fast-Moving,469
2022-36,S005,P0017,659,206,Fast-Moving,453
2022-36,S005,P0067,662,225,Fast-Moving,437
2022-36,S005,P0166,587,154,Fast-Moving,433
2022-36,S005,P0159,602,172,Fast-Moving,430
2022-36,S005,P0031,631,201,Fast-Moving,430
2022-36,S005,P0057,478,66,Fast-Moving,412
2022-36,S005,P0094,469,96,Fast-Moving,373
2022-37,S001,P0183,815,113,Fast-Moving,702
2022-37,S001,P0094,798,114,Fast-Moving,684
2022-37,S001,P0057,737,92,Fast-Moving,645
2022-37,S001,P0069,773,128,Fast-Moving,645
2022-37,S001,P0116,743,102,Fast-Moving,641
2022-37,S001,P0067,717,82,Fast-Moving,635
2022-37,S001,P0129,804,174,Fast-Moving,630
2022-37,S001,P0159,713,105,Fast-Moving,608
2022-37,S001,P0187,759,163,Fast-Moving,596
2022-37,S001,P0125,770,194,Fast-Moving,576
2022-37,S001,P0046,616,65,Fast-Moving,551
2022-37,S001,P0149,748,214,Fast-Moving,534
2022-37,S001,P0096,716,185,Fast-Moving,531
2022-37,S001,P0126,658,127,Fast-Moving,531
2022-37,S001,P0017,665,142,Fast-Moving,523
2022-37,S001,P0178,638,122,Fast-Moving,516
2022-37,S001,P0166,662,147,Fast-Moving,515
2022-37,S001,P0133,655,154,Fast-Moving,501
2022-37,S001,P0083,614,113,Fast-Moving,501
2022-37,S001,P0079,684,212,Fast-Moving,472
2022-37,S001,P0171,617,154,Fast-Moving,463
2022-37,S001,P0070,578,130,Fast-Moving,448
2022-37,S001,P0153,576,133,Fast-Moving,443
2022-37,S001,P0066,659,218,Fast-Moving,441
2022-37,S001,P0068,595,162,Fast-Moving,433
2022-37,S001,P0016,656,254,Fast-Moving,402
2022-37,S001,P0061,534,138,Fast-Moving,396
2022-37,S001,P0031,533,142,Fast-Moving,391
2022-37,S001,P0175,486,114,Fast-Moving,372
2022-37,S001,P0085,480,153,Fast-Moving,327
2022-37,S002,P0178,925,141,Fast-Moving,784
2022-37,S002,P0183,767,98,Fast-Moving,669
2022-37,S002,P0079,747,101,Fast-Moving,646
2022-37,S002,P0133,673,34,Fast-Moving,639
2022-37,S002,P0096,706,88,Fast-Moving,618
2022-37,S002,P0068,772,163,Fast-Moving,609
2022-37,S002,P0094,823,215,Fast-Moving,608
2022-37,S002,P0016,670,96,Fast-Moving,574
2022-37,S002,P0187,673,109,Fast-Moving,564
2022-37,S002,P0126,703,144,Fast-Moving,559
2022-37,S002,P0031,747,217,Fast-Moving,530
2022-37,S002,P0085,678,149,Fast-Moving,529
2022-37,S002,P0066,646,123,Fast-Moving,523
2022-37,S002,P0083,654,146,Fast-Moving,508
2022-37,S002,P0129,633,140,Fast-Moving,493
2022-37,S002,P0125,607,117,Fast-Moving,490
2022-37,S002,P0017,660,171,Fast-Moving,489
2022-37,S002,P0046,560,71,Fast-Moving,489
2022-37,S002,P0067,661,194,Fast-Moving,467
2022-37,S002,P0153,623,166,Fast-Moving,457
2022-37,S002,P0159,622,167,Fast-Moving,455
2022-37,S002,P0061,592,139,Fast-Moving,453
2022-37,S002,P0171,555,102,Fast-Moving,453
2022-37,S002,P0116,583,131,Fast-Moving,452
2022-37,S002,P0057,575,155,Fast-Moving,420
2022-37,S002,P0166,525,131,Fast-Moving,394
2022-37,S002,P0175,540,151,Fast-Moving,389
2022-37,S002,P0070,529,153,Fast-Moving,376
2022-37,S002,P0069,438,73,Fast-Moving,365
2022-37,S002,P0149,492,202,Fast-Moving,290
2022-37,S003,P0046,781,104,Fast-Moving,677
2022-37,S003,P0017,759,168,Fast-Moving,591
2022-37,S003,P0016,767,178,Fast-Moving,589
2022-37,S003,P0153,687,109,Fast-Moving,578
2022-37,S003,P0166,787,209,Fast-Moving,578
2022-37,S003,P0083,683,106,Fast-Moving,577
2022-37,S003,P0085,669,99,Fast-Moving,570
2022-37,S003,P0069,757,188,Fast-Moving,569
2022-37,S003,P0096,623,68,Fast-Moving,555
2022-37,S003,P0183,627,73,Fast-Moving,554
2022-37,S003,P0061,743,200,Fast-Moving,543
2022-37,S003,P0070,675,135,Fast-Moving,540
2022-37,S003,P0125,655,125,Fast-Moving,530
2022-37,S003,P0066,699,175,Fast-Moving,524
2022-37,S003,P0149,633,116,Fast-Moving,517
2022-37,S003,P0178,665,154,Fast-Moving,511
2022-37,S003,P0031,582,86,Fast-Moving,496
2022-37,S003,P0079,589,96,Fast-Moving,493
2022-37,S003,P0187,571,93,Fast-Moving,478
2022-37,S003,P0094,619,153,Fast-Moving,466
2022-37,S003,P0067,593,133,Fast-Moving,460
2022-37,S003,P0126,592,135,Fast-Moving,457
2022-37,S003,P0159,666,211,Fast-Moving,455
2022-37,S003,P0171,612,159,Fast-Moving,453
2022-37,S003,P0129,645,194,Fast-Moving,451
2022-37,S003,P0133,544,128,Fast-Moving,416
2022-37,S003,P0068,522,115,Fast-Moving,407
2022-37,S003,P0116,558,164,Fast-Moving,394
2022-37,S003,P0175,571,190,Fast-Moving,381
2022-37,S003,P0057,448,141,Fast-Moving,307
2022-37,S004,P0178,746,125,Fast-Moving,621
2022-37,S004,P0183,673,60,Fast-Moving,613
2022-37,S004,P0116,738,128,Fast-Moving,610
2022-37,S004,P0016,667,95,Fast-Moving,572
2022-37,S004,P0133,783,215,Fast-Moving,568
2022-37,S004,P0149,681,115,Fast-Moving,566
2022-37,S004,P0066,700,148,Fast-Moving,552
2022-37,S004,P0129,642,96,Fast-Moving,546
2022-37,S004,P0017,663,137,Fast-Moving,526
2022-37,S004,P0153,623,98,Fast-Moving,525
2022-37,S004,P0187,723,210,Fast-Moving,513
2022-37,S004,P0096,657,164,Fast-Moving,493
2022-37,S004,P0046,696,216,Fast-Moving,480
2022-37,S004,P0068,555,75,Fast-Moving,480
2022-37,S004,P0069,634,160,Fast-Moving,474
2022-37,S004,P0126,636,180,Fast-Moving,456
2022-37,S004,P0085,525,70,Fast-Moving,455
2022-37,S004,P0079,715,264,Fast-Moving,451
2022-37,S004,P0125,648,203,Fast-Moving,445
2022-37,S004,P0166,564,125,Fast-Moving,439
2022-37,S004,P0061,506,76,Fast-Moving,430
2022-37,S004,P0031,530,101,Fast-Moving,429
2022-37,S004,P0057,592,163,Fast-Moving,429
2022-37,S004,P0094,566,139,Fast-Moving,427
2022-37,S004,P0175,574,159,Fast-Moving,415
2022-37,S004,P0171,583,193,Fast-Moving,390
2022-37,S004,P0070,504,137,Fast-Moving,367
2022-37,S004,P0067,581,241,Fast-Moving,340
2022-37,S004,P0083,421,88,Fast-Moving,333
2022-37,S004,P0159,487,177,Fast-Moving,310
2022-37,S005,P0031,902,228,Fast-Moving,674
2022-37,S005,P0178,764,126,Fast-Moving,638
2022-37,S005,P0069,691,75,Fast-Moving,616
2022-37,S005,P0070,662,89,Fast-Moving,573
2022-37,S005,P0159,726,165,Fast-Moving,561
2022-37,S005,P0057,633,74,Fast-Moving,559
2022-37,S005,P0096,658,105,Fast-Moving,553
2022-37,S005,P0133,651,104,Fast-Moving,547
2022-37,S005,P0046,730,185,Fast-Moving,545
2022-37,S005,P0183,670,131,Fast-Moving,539
2022-37,S005,P0017,692,158,Fast-Moving,534
2022-37,S005,P0079,687,162,Fast-Moving,525
2022-37,S005,P0149,705,183,Fast-Moving,522
2022-37,S005,P0187,553,32,Fast-Moving,521
2022-37,S005,P0153,764,249,Fast-Moving,515
2022-37,S005,P0016,647,140,Fast-Moving,507
2022-37,S005,P0125,648,145,Fast-Moving,503
2022-37,S005,P0066,617,117,Fast-Moving,500
2022-37,S005,P0126,625,132,Fast-Moving,493
2022-37,S005,P0175,697,205,Fast-Moving,492
2022-37,S005,P0171,618,127,Fast-Moving,491
2022-37,S005,P0085,662,185,Fast-Moving,477
2022-37,S005,P0061,581,105,Fast-Moving,476
2022-37,S005,P0166,629,162,Fast-Moving,467
2022-37,S005,P0083,612,162,Fast-Moving,450
2022-37,S005,P0129,665,216,Fast-Moving,449
2022-37,S005,P0068,628,191,Fast-Moving,437
2022-37,S005,P0094,623,203,Fast-Moving,420
2022-37,S005,P0067,578,160,Fast-Moving,418
2022-37,S005,P0116,459,164,Fast-Moving,295
2022-38,S001,P0066,772,167,Fast-Moving,605
2022-38,S001,P0129,687,113,Fast-Moving,574
2022-38,S001,P0017,665,104,Fast-Moving,561
2022-38,S001,P0178,674,130,Fast-Moving,544
2022-38,S001,P0171,718,176,Fast-Moving,542
2022-38,S001,P0067,714,176,Fast-Moving,538
2022-38,S001,P0149,693,158,Fast-Moving,535
2022-38,S001,P0068,710,176,Fast-Moving,534
2022-38,S001,P0057,642,114,Fast-Moving,528
2022-38,S001,P0069,630,103,Fast-Moving,527
2022-38,S001,P0061,775,250,Fast-Moving,525
2022-38,S001,P0116,673,148,Fast-Moving,525
2022-38,S001,P0046,597,89,Fast-Moving,508
2022-38,S001,P0070,698,196,Fast-Moving,502
2022-38,S001,P0125,597,106,Fast-Moving,491
2022-38,S001,P0166,618,137,Fast-Moving,481
2022-38,S001,P0085,610,132,Fast-Moving,478
2022-38,S001,P0126,595,118,Fast-Moving,477
2022-38,S001,P0175,629,163,Fast-Moving,466
2022-38,S001,P0153,594,170,Fast-Moving,424
2022-38,S001,P0079,677,262,Fast-Moving,415
2022-38,S001,P0133,610,195,Fast-Moving,415
2022-38,S001,P0187,554,139,Fast-Moving,415
2022-38,S001,P0094,479,74,Fast-Moving,405
2022-38,S001,P0096,581,180,Fast-Moving,401
2022-38,S001,P0183,611,235,Fast-Moving,376
2022-38,S001,P0016,524,156,Fast-Moving,368
2022-38,S001,P0159,455,103,Fast-Moving,352
2022-38,S001,P0031,462,113,Fast-Moving,349
2022-38,S001,P0083,484,141,Fast-Moving,343
2022-38,S002,P0067,805,155,Fast-Moving,650
2022-38,S002,P0068,747,133,Fast-Moving,614
2022-38,S002,P0094,802,216,Fast-Moving,586
2022-38,S002,P0079,723,156,Fast-Moving,567
2022-38,S002,P0149,728,167,Fast-Moving,561
2022-38,S002,P0085,713,165,Fast-Moving,548
2022-38,S002,P0031,654,111,Fast-Moving,543
2022-38,S002,P0066,597,61,Fast-Moving,536
2022-38,S002,P0187,694,167,Fast-Moving,527
2022-38,S002,P0183,616,90,Fast-Moving,526
2022-38,S002,P0159,567,59,Fast-Moving,508
2022-38,S002,P0178,639,132,Fast-Moving,507
2022-38,S002,P0046,602,96,Fast-Moving,506
2022-38,S002,P0175,649,146,Fast-Moving,503
2022-38,S002,P0166,580,86,Fast-Moving,494
2022-38,S002,P0096,683,201,Fast-Moving,482
2022-38,S002,P0133,641,160,Fast-Moving,481
2022-38,S002,P0129,657,178,Fast-Moving,479
2022-38,S002,P0125,568,90,Fast-Moving,478
2022-38,S002,P0126,642,165,Fast-Moving,477
2022-38,S002,P0016,587,131,Fast-Moving,456
2022-38,S002,P0061,516,80,Fast-Moving,436
2022-38,S002,P0083,629,195,Fast-Moving,434
2022-38,S002,P0069,594,170,Fast-Moving,424
2022-38,S002,P0017,461,42,Fast-Moving,419
2022-38,S002,P0057,566,152,Fast-Moving,414
2022-38,S002,P0171,562,156,Fast-Moving,406
2022-38,S002,P0116,508,109,Fast-Moving,399
2022-38,S002,P0070,491,136,Fast-Moving,355
2022-38,S002,P0153,538,192,Fast-Moving,346
2022-38,S003,P0057,844,108,Fast-Moving,736
2022-38,S003,P0046,868,148,Fast-Moving,720
2022-38,S003,P0067,732,92,Fast-Moving,640
2022-38,S003,P0017,775,161,Fast-Moving,614
2022-38,S003,P0178,698,93,Fast-Moving,605
2022-38,S003,P0066,683,98,Fast-Moving,585
2022-38,S003,P0133,708,139,Fast-Moving,569
2022-38,S003,P0068,649,88,Fast-Moving,561
2022-38,S003,P0171,712,168,Fast-Moving,544
2022-38,S003,P0153,629,113,Fast-Moving,516
2022-38,S003,P0175,608,103,Fast-Moving,505
2022-38,S003,P0096,650,148,Fast-Moving,502
2022-38,S003,P0061,559,89,Fast-Moving,470
2022-38,S003,P0083,677,209,Fast-Moving,468
2022-38,S003,P0085,691,225,Fast-Moving,466
2022-38,S003,P0031,573,113,Fast-Moving,460
2022-38,S003,P0126,600,140,Fast-Moving,460
2022-38,S003,P0079,560,104,Fast-Moving,456
2022-38,S003,P0187,668,215,Fast-Moving,453
2022-38,S003,P0166,587,135,Fast-Moving,452
2022-38,S003,P0149,677,226,Fast-Moving,451
2022-38,S003,P0070,523,85,Fast-Moving,438
2022-38,S003,P0094,583,149,Fast-Moving,434
2022-38,S003,P0069,587,173,Fast-Moving,414
2022-38,S003,P0183,560,150,Fast-Moving,410
2022-38,S003,P0116,516,130,Fast-Moving,386
2022-38,S003,P0016,477,112,Fast-Moving,365
2022-38,S003,P0159,508,163,Fast-Moving,345
2022-38,S003,P0125,527,204,Fast-Moving,323
2022-38,S003,P0129,511,210,Fast-Moving,301
2022-38,S004,P0069,850,137,Fast-Moving,713
2022-38,S004,P0116,856,145,Fast-Moving,711
2022-38,S004,P0187,887,180,Fast-Moving,707
2022-38,S004,P0096,828,163,Fast-Moving,665
2022-38,S004,P0171,688,48,Fast-Moving,640
2022-38,S004,P0017,744,110,Fast-Moving,634
2022-38,S004,P0083,751,129,Fast-Moving,622
2022-38,S004,P0166,705,102,Fast-Moving,603
2022-38,S004,P0057,705,103,Fast-Moving,602
2022-38,S004,P0094,742,148,Fast-Moving,594
2022-38,S004,P0016,755,172,Fast-Moving,583
2022-38,S004,P0133,680,98,Fast-Moving,582
2022-38,S004,P0067,732,156,Fast-Moving,576
2022-38,S004,P0153,748,187,Fast-Moving,561
2022-38,S004,P0183,624,69,Fast-Moving,555
2022-38,S004,P0070,723,190,Fast-Moving,533
2022-38,S004,P0068,626,96,Fast-Moving,530
2022-38,S004,P0175,695,165,Fast-Moving,530
2022-38,S004,P0159,727,204,Fast-Moving,523
2022-38,S004,P0178,657,154,Fast-Moving,503
2022-38,S004,P0129,632,131,Fast-Moving,501
2022-38,S004,P0126,682,185,Fast-Moving,497
2022-38,S004,P0066,592,104,Fast-Moving,488
2022-38,S004,P0046,628,157,Fast-Moving,471
2022-38,S004,P0149,584,127,Fast-Moving,457
2022-38,S004,P0061,641,196,Fast-Moving,445
2022-38,S004,P0031,580,146,Fast-Moving,434
2022-38,S004,P0125,599,193,Fast-Moving,406
2022-38,S004,P0079,497,100,Fast-Moving,397
